InstructorID,InstructorName,DepartmentID,Email,HireDate
2770,Dr. James Coleman,8,sherryallen@fcai.edu.eg,2016-05-22 00:00:00
2771,Dr. Ellen Conner,5,floydkimberly@fcai.edu.eg,2017-12-06 00:00:00
2772,Dr. Brett Gonzalez,4,justinthompson@fcai.edu.eg,2018-01-05 00:00:00
2773,Dr. Bonnie Beck,7,carolyn66@fcai.edu.eg,2020-12-02 00:00:00
2774,Dr. Shawn Christian,4,qpeterson@fcai.edu.eg,2019-02-06 00:00:00
2775,Dr. Justin Cochran,4,qgray@fcai.edu.eg,2022-08-14 00:00:00
2776,Dr. Matthew Campbell,5,igarcia@fcai.edu.eg,2022-05-20 00:00:00
2777,Dr. Erin Hayes,2,michelle98@fcai.edu.eg,2020-08-21 00:00:00
2778,Dr. Joseph Briggs,7,rachaelnicholson@fcai.edu.eg,2016-12-30 00:00:00
2779,Dr. Pamela Padilla,6,richardallen@fcai.edu.eg,2021-04-11 00:00:00
2780,Dr. Shelly Graham,3,edward57@fcai.edu.eg,2017-01-09 00:00:00
2781,Dr. John Griffin,4,adamsrodney@fcai.edu.eg,2019-03-11 00:00:00
2782,Dr. Elizabeth Pham,8,jamesewing@fcai.edu.eg,2020-11-01 00:00:00
2783,Dr. Diana Jones,7,qhicks@fcai.edu.eg,2021-07-22 00:00:00
2784,Dr. Emma Cox,8,patrick41@fcai.edu.eg,2020-05-23 00:00:00
2785,Dr. Jessica Duncan,5,nsolomon@fcai.edu.eg,2016-01-27 00:00:00
2786,Dr. Christina White,8,dwaynedunn@fcai.edu.eg,2016-12-13 00:00:00
2787,Dr. Paula Black,2,jameskimberly@fcai.edu.eg,2017-05-09 00:00:00
2788,Dr. Tracy Carson,6,youngrebecca@fcai.edu.eg,2021-11-28 00:00:00
2789,Dr. Holly Mcclain,8,bryantjohn@fcai.edu.eg,2019-01-06 00:00:00
2790,Dr. Jesse Smith,4,rsparks@fcai.edu.eg,2020-08-03 00:00:00
2791,Dr. William Fry,3,cynthiahernandez@fcai.edu.eg,2016-01-27 00:00:00
2792,Dr. Alexander Evans,5,acostamichelle@fcai.edu.eg,2022-06-24 00:00:00
2793,Dr. Jennifer Johnson,5,wbauer@fcai.edu.eg,2022-05-25 00:00:00
2794,Dr. Christopher Nelson,3,griffinchristopher@fcai.edu.eg,2020-04-08 00:00:00
2795,Dr. Jeff Grant,8,williamsontyler@fcai.edu.eg,2016-04-18 00:00:00
2796,Dr. Stephanie Miller,2,morselauren@fcai.edu.eg,2019-01-11 00:00:00
2797,Dr. Mark Morgan,3,elizabeth77@fcai.edu.eg,2022-11-20 00:00:00
2798,Dr. John Sims,1,steven09@fcai.edu.eg,2017-05-01 00:00:00
2799,Dr. Jill Brandt,4,msmith@fcai.edu.eg,2020-08-25 00:00:00
2800,Dr. Julie Franklin,5,trankyle@fcai.edu.eg,2018-10-25 00:00:00
2801,Dr. Mark Russell,4,taylorle@fcai.edu.eg,2018-07-30 00:00:00
2802,Dr. Robert Lane,5,watsonstephen@fcai.edu.eg,2015-07-18 00:00:00
2803,Dr. Audrey Rivera,6,jenniferatkins@fcai.edu.eg,2020-09-09 00:00:00
2804,Dr. Jerry Alvarez,2,terri83@fcai.edu.eg,2016-10-10 00:00:00
2805,Dr. Jennifer Coleman,1,haleyashley@fcai.edu.eg,2021-12-11 00:00:00
2806,Dr. William Gordon,2,toniavery@fcai.edu.eg,2021-07-26 00:00:00
2807,Dr. James Wong,8,boltonapril@fcai.edu.eg,2015-10-23 00:00:00
2808,Dr. Caitlin Hopkins,5,jacob12@fcai.edu.eg,2016-12-28 00:00:00
2809,Dr. Maria Robinson,3,fergusontammy@fcai.edu.eg,2022-12-03 00:00:00
2810,Dr. Thomas Graham,3,georgepittman@fcai.edu.eg,2020-11-23 00:00:00
2811,Dr. Theresa Curtis,7,jennifermoreno@fcai.edu.eg,2015-01-23 00:00:00
2812,Dr. Michael Chavez,6,fwright@fcai.edu.eg,2015-08-25 00:00:00
2813,Dr. Daniel Johnson,1,thompsonjoseph@fcai.edu.eg,2019-10-29 00:00:00
2814,Dr. Brian Kim,4,markli@fcai.edu.eg,2018-08-03 00:00:00
2815,Dr. Joanna Ortiz,3,brandy96@fcai.edu.eg,2015-03-16 00:00:00
2816,Dr. Karen Weaver,7,levihunter@fcai.edu.eg,2019-08-09 00:00:00
2817,Dr. Larry Ray,5,jameskim@fcai.edu.eg,2019-07-23 00:00:00
2818,Dr. Lisa Rios,8,ndoyle@fcai.edu.eg,2019-12-25 00:00:00
2819,Dr. Andrew Richardson,1,ecarter@fcai.edu.eg,2016-08-29 00:00:00
2820,Dr. Matthew Patterson,2,pattonsteven@fcai.edu.eg,2021-09-24 00:00:00
2821,Dr. Maria Calderon,6,kristen95@fcai.edu.eg,2015-07-26 00:00:00
2822,Dr. Crystal Camacho,3,allenlisa@fcai.edu.eg,2017-09-26 00:00:00
2823,Dr. Pamela Sutton,4,thomaskaren@fcai.edu.eg,2022-01-25 00:00:00
2824,Dr. Darryl Hernandez,5,qhunt@fcai.edu.eg,2023-02-16 00:00:00
2825,Dr. Melissa Lee,8,matthewwatts@fcai.edu.eg,2017-06-16 00:00:00
2826,Dr. Michael Mccormick,8,saraterry@fcai.edu.eg,2016-07-02 00:00:00
2827,Dr. Jonathan Salinas,7,connor74@fcai.edu.eg,2021-10-22 00:00:00
2828,Dr. Jason Shields,1,robert06@fcai.edu.eg,2016-04-27 00:00:00
2829,Dr. Ruben Stanley,7,jknight@fcai.edu.eg,2020-09-10 00:00:00
2830,Dr. Deborah Murray,8,miguel72@fcai.edu.eg,2022-10-22 00:00:00
2831,Dr. Eric Harrell,2,barneskayla@fcai.edu.eg,2020-10-20 00:00:00
2832,Dr. Claudia Martin,6,tstein@fcai.edu.eg,2020-05-29 00:00:00
2833,Dr. Gary Sharp,7,lindsaygarcia@fcai.edu.eg,2020-03-07 00:00:00
2834,Dr. Diane Vasquez,2,amyreeves@fcai.edu.eg,2020-07-26 00:00:00
2835,Dr. Steven Mathews,6,michelle92@fcai.edu.eg,2016-12-08 00:00:00
2836,Dr. Brian Allen,5,gloriasingleton@fcai.edu.eg,2020-09-22 00:00:00
2837,Dr. Matthew Anthony,4,rachelward@fcai.edu.eg,2015-01-11 00:00:00
2838,Dr. Stuart Odom,6,cortezchristine@fcai.edu.eg,2020-05-31 00:00:00
2839,Dr. Tonya Gibson,7,nharris@fcai.edu.eg,2018-02-07 00:00:00
2840,Dr. Richard Smith,2,prodriguez@fcai.edu.eg,2018-06-20 00:00:00
2841,Dr. Kaitlyn Gibson,2,daniel80@fcai.edu.eg,2018-09-03 00:00:00
2842,Dr. Kristina Gonzalez,1,xhurley@fcai.edu.eg,2022-11-11 00:00:00
2843,Dr. Brandon Morris,8,tjones@fcai.edu.eg,2019-08-16 00:00:00
2844,Dr. Richard Diaz,7,brownvanessa@fcai.edu.eg,2020-03-12 00:00:00
2845,Dr. Courtney Hernandez,5,garybender@fcai.edu.eg,2015-11-15 00:00:00
2846,Dr. Danielle Leonard,4,evansmegan@fcai.edu.eg,2017-06-12 00:00:00
2847,Dr. Megan Johnson,1,gmontgomery@fcai.edu.eg,2019-07-08 00:00:00
2848,Dr. Jose Ramirez,6,peter69@fcai.edu.eg,2022-11-09 00:00:00
2849,Dr. Jeffrey Warren,1,llawson@fcai.edu.eg,2018-03-23 00:00:00
2850,Dr. Andrew Caldwell,2,qpayne@fcai.edu.eg,2018-08-10 00:00:00
2851,Dr. Eric Robertson,4,rodneythompson@fcai.edu.eg,2023-02-19 00:00:00
2852,Dr. Wendy Briggs,7,manningleah@fcai.edu.eg,2015-09-24 00:00:00
2853,Dr. Kelli Long,7,jonathan42@fcai.edu.eg,2015-05-04 00:00:00
2854,Dr. Eric Jones,8,josephbennett@fcai.edu.eg,2016-05-17 00:00:00
2855,Dr. Nicholas Giles,1,shawnfernandez@fcai.edu.eg,2015-09-18 00:00:00
2856,Dr. Patrick Spears,1,kinghelen@fcai.edu.eg,2015-05-06 00:00:00
2857,Dr. Kathleen Moore,4,johnbell@fcai.edu.eg,2016-04-05 00:00:00
2858,Dr. Melissa Gilbert,1,tshort@fcai.edu.eg,2015-06-30 00:00:00
2859,Dr. Steven Mckenzie,3,dominguezzachary@fcai.edu.eg,2018-08-26 00:00:00
2860,Dr. Omar Johnson,1,paulwilliam@fcai.edu.eg,2015-02-03 00:00:00
2861,Dr. Pamela Cortez,2,veronicahull@fcai.edu.eg,2023-03-20 00:00:00
2862,Dr. Brian Barnes,5,carol21@fcai.edu.eg,2022-08-26 00:00:00
2863,Dr. Mike Walker,3,marshjeremy@fcai.edu.eg,2019-05-18 00:00:00
2864,Dr. Jennifer Watson,6,gregorysarah@fcai.edu.eg,2017-03-16 00:00:00
2865,Dr. Ryan Savage,6,michael64@fcai.edu.eg,2016-05-22 00:00:00
2866,Dr. Christopher Cook,5,garciavanessa@fcai.edu.eg,2017-08-27 00:00:00
2867,Dr. Dwayne Quinn,8,pattersonscott@fcai.edu.eg,2018-12-05 00:00:00
2868,Dr. Joshua Douglas,8,raymond13@fcai.edu.eg,2019-07-28 00:00:00
2869,Dr. Joe Mack,8,tanya42@fcai.edu.eg,2016-06-12 00:00:00
2870,Dr. Kyle Johnson,1,tiffany85@fcai.edu.eg,2021-04-08 00:00:00
2871,Dr. Michelle Johnson,2,breanna83@fcai.edu.eg,2016-12-30 00:00:00
2872,Dr. Kristen Payne,8,davisalyssa@fcai.edu.eg,2020-04-28 00:00:00
2873,Dr. Ariana Wolf,4,joshuabennett@fcai.edu.eg,2021-12-16 00:00:00
2874,Dr. Tara Valdez,8,isteele@fcai.edu.eg,2015-09-02 00:00:00
2875,Dr. Donna Sutton,6,pereztaylor@fcai.edu.eg,2022-09-26 00:00:00
2876,Dr. Jenna Miller,2,carolynmorris@fcai.edu.eg,2021-01-05 00:00:00
2877,Dr. David Jones,6,jobrien@fcai.edu.eg,2017-02-09 00:00:00
2878,Dr. Lori Castro,6,johnsonjay@fcai.edu.eg,2015-12-12 00:00:00
2879,Dr. Danny Parker,3,hgonzalez@fcai.edu.eg,2017-08-29 00:00:00
2880,Dr. Timothy Gonzalez,7,bryanrocha@fcai.edu.eg,2021-12-31 00:00:00
2881,Dr. Ryan Anderson,7,josephmelendez@fcai.edu.eg,2018-11-29 00:00:00
2882,Dr. Kimberly Cabrera,8,thompsonjonathan@fcai.edu.eg,2020-07-13 00:00:00
2883,Dr. Clayton Johnson,7,reedlaura@fcai.edu.eg,2023-03-03 00:00:00
2884,Dr. Thomas Hines,8,douglas70@fcai.edu.eg,2017-03-29 00:00:00
2885,Dr. Angela Sharp,2,carrillodebbie@fcai.edu.eg,2019-02-02 00:00:00
2886,Dr. Sarah Snyder,8,awood@fcai.edu.eg,2018-10-16 00:00:00
2887,Dr. Brandy Scott,4,kimberlyjordan@fcai.edu.eg,2022-02-26 00:00:00
2888,Dr. Valerie Barker,2,kurt20@fcai.edu.eg,2018-05-31 00:00:00
2889,Dr. Kristen Stevens,4,shelleynorton@fcai.edu.eg,2020-08-29 00:00:00
2890,Dr. Tracey Oconnor,7,markrodriguez@fcai.edu.eg,2016-04-24 00:00:00
2891,Dr. Johnathan Scott,6,hartchristopher@fcai.edu.eg,2021-08-20 00:00:00
2892,Dr. Kristina Irwin,3,josephfoster@fcai.edu.eg,2022-06-20 00:00:00
2893,Dr. John Guzman,5,bcastro@fcai.edu.eg,2015-06-08 00:00:00
2894,Dr. Amy Pruitt,3,buchananwilliam@fcai.edu.eg,2021-07-12 00:00:00
2895,Dr. Brandon Oliver,7,hmartinez@fcai.edu.eg,2015-11-09 00:00:00
2896,Dr. Jennifer Johnson,6,kristajohnson@fcai.edu.eg,2018-07-28 00:00:00
2897,Dr. Tyler Medina,2,hayesamanda@fcai.edu.eg,2017-01-23 00:00:00
2898,Dr. Kristen Bean,6,lpearson@fcai.edu.eg,2022-02-18 00:00:00
2899,Dr. Kim Moore,5,zmorris@fcai.edu.eg,2020-12-27 00:00:00
2900,Dr. Timothy Miller,7,perezregina@fcai.edu.eg,2017-09-11 00:00:00
2901,Dr. Ricky Rivera,3,tylerbranch@fcai.edu.eg,2016-04-25 00:00:00
2902,Dr. Kimberly Patel,3,debrabradshaw@fcai.edu.eg,2020-12-17 00:00:00
2903,Dr. Kimberly Wilson,4,xjohnson@fcai.edu.eg,2016-02-02 00:00:00
2904,Dr. Kristin Smith,1,watkinssarah@fcai.edu.eg,2022-04-14 00:00:00
2905,Dr. Julie Martin,3,crystalkirby@fcai.edu.eg,2021-07-25 00:00:00
2906,Dr. Susan Buckley,3,lhall@fcai.edu.eg,2015-09-06 00:00:00
2907,Dr. Collin Long,5,wendy75@fcai.edu.eg,2021-05-14 00:00:00
2908,Dr. Monique Peck,2,luismosley@fcai.edu.eg,2020-09-20 00:00:00
2909,Dr. Timothy Myers,2,hensonsarah@fcai.edu.eg,2020-08-27 00:00:00
2910,Dr. Stephanie Johnson,5,monicalewis@fcai.edu.eg,2018-06-14 00:00:00
2911,Dr. Gabriela Bailey,7,hallwilliam@fcai.edu.eg,2021-09-14 00:00:00
2912,Dr. Bradley Roberts,2,jsanders@fcai.edu.eg,2018-03-27 00:00:00
2913,Dr. Julie Dodson,8,sabrinamayo@fcai.edu.eg,2021-03-06 00:00:00
2914,Dr. Natalie Lam,5,william44@fcai.edu.eg,2016-09-30 00:00:00
2915,Dr. Amber Trevino,2,matthewnovak@fcai.edu.eg,2021-10-08 00:00:00
2916,Dr. Loretta Fisher,2,smartinez@fcai.edu.eg,2019-02-14 00:00:00
2917,Dr. Jonathan Harper,4,lisa30@fcai.edu.eg,2019-12-26 00:00:00
2918,Dr. Benjamin Reeves,8,christopher41@fcai.edu.eg,2016-03-01 00:00:00
2919,Dr. James Smith,1,jonathan12@fcai.edu.eg,2017-07-20 00:00:00
2920,Dr. Julie Navarro,7,clarkjennifer@fcai.edu.eg,2016-02-27 00:00:00
2921,Dr. David Palmer,1,bradymelanie@fcai.edu.eg,2022-11-18 00:00:00
2922,Dr. Tracy Lee,8,smithjustin@fcai.edu.eg,2023-01-09 00:00:00
2923,Dr. Patricia Fletcher,4,jeanwalter@fcai.edu.eg,2017-01-28 00:00:00
2924,Dr. Allison Peterson,4,smithmichael@fcai.edu.eg,2017-01-03 00:00:00
2925,Dr. Michelle Powell,4,troy85@fcai.edu.eg,2016-03-10 00:00:00
2926,Dr. Mitchell Taylor,1,staffordkelly@fcai.edu.eg,2016-08-09 00:00:00
2927,Dr. Jennifer Caldwell,5,qvillarreal@fcai.edu.eg,2020-01-16 00:00:00
2928,Dr. Mark Howard,8,dianaray@fcai.edu.eg,2022-05-30 00:00:00
2929,Dr. Jessica Johnson,6,christianshelton@fcai.edu.eg,2022-08-05 00:00:00
2930,Dr. Alison Juarez,1,morakaren@fcai.edu.eg,2022-08-30 00:00:00
2931,Dr. Stacey Atkins,7,joshua98@fcai.edu.eg,2018-04-03 00:00:00
2932,Dr. Joseph Mcintosh,3,preston85@fcai.edu.eg,2019-01-07 00:00:00
2933,Dr. Ronald Davidson,3,oliverdavid@fcai.edu.eg,2015-01-28 00:00:00
2934,Dr. Angel Montes,3,banksdebra@fcai.edu.eg,2022-12-10 00:00:00
2935,Dr. Andrea Alexander,6,jamiewright@fcai.edu.eg,2015-02-15 00:00:00
2936,Dr. Carly Estrada,3,oramos@fcai.edu.eg,2018-06-08 00:00:00
2937,Dr. Paul Anderson,6,morganpaul@fcai.edu.eg,2022-12-28 00:00:00
2938,Dr. Jacob Lopez,8,zrojas@fcai.edu.eg,2018-11-22 00:00:00
2939,Dr. Christopher Moore,5,anthony63@fcai.edu.eg,2015-01-30 00:00:00
2940,Dr. David Fernandez,5,kevin81@fcai.edu.eg,2017-06-26 00:00:00
2941,Dr. David Estrada,8,qsmith@fcai.edu.eg,2018-12-10 00:00:00
2942,Dr. Brooke Peters,3,posborne@fcai.edu.eg,2017-01-17 00:00:00
2943,Dr. Anna Richmond,7,moorejames@fcai.edu.eg,2021-06-25 00:00:00
2944,Dr. Kevin Hardy,2,robert00@fcai.edu.eg,2016-12-04 00:00:00
2945,Dr. Anthony Harrison,6,jenkinsmelissa@fcai.edu.eg,2020-12-17 00:00:00
2946,Dr. Curtis Morales,4,millercarlos@fcai.edu.eg,2022-11-20 00:00:00
2947,Dr. Lori Romero,4,walterschristopher@fcai.edu.eg,2017-12-20 00:00:00
2948,Dr. Brandi Carr,5,steve65@fcai.edu.eg,2021-01-05 00:00:00
2949,Dr. Heather Fuller,5,parkssuzanne@fcai.edu.eg,2017-03-20 00:00:00
2950,Dr. Caleb Brown,5,deborah69@fcai.edu.eg,2021-06-06 00:00:00
2951,Dr. Rebecca Foster,1,ericksonrobert@fcai.edu.eg,2016-07-29 00:00:00
2952,Dr. Eugene Love,2,jessica33@fcai.edu.eg,2015-04-29 00:00:00
2953,Dr. Kenneth Dunn,6,htrevino@fcai.edu.eg,2021-01-16 00:00:00
2954,Dr. Jennifer Mitchell,2,pbooth@fcai.edu.eg,2018-11-13 00:00:00
2955,Dr. Corey Martinez,4,crystal34@fcai.edu.eg,2017-10-18 00:00:00
2956,Dr. Kaylee Manning,4,julie60@fcai.edu.eg,2021-03-10 00:00:00
2957,Dr. Jon White,4,amymorales@fcai.edu.eg,2022-11-22 00:00:00
2958,Dr. Brittney Murphy,1,jody15@fcai.edu.eg,2017-12-12 00:00:00
2959,Dr. Adam Anderson,6,browncharles@fcai.edu.eg,2021-06-20 00:00:00
2960,Dr. Tammy Bradford,6,matthew34@fcai.edu.eg,2017-09-26 00:00:00
2961,Dr. Jill Gould,2,caseconnie@fcai.edu.eg,2020-05-12 00:00:00
2962,Dr. Brooke Bates,1,thomas05@fcai.edu.eg,2020-05-22 00:00:00
2963,Dr. Jeremy Moore,1,umiller@fcai.edu.eg,2021-10-30 00:00:00
2964,Dr. Kaitlyn Mendoza,8,gmitchell@fcai.edu.eg,2021-12-18 00:00:00
2965,Dr. Matthew Keller,3,ljohnson@fcai.edu.eg,2021-06-19 00:00:00
2966,Dr. Jared Cruz,1,elizabeththornton@fcai.edu.eg,2022-10-03 00:00:00
2967,Dr. Michael Parker,6,tcervantes@fcai.edu.eg,2020-11-05 00:00:00
2968,Dr. Matthew Watson,7,williamschristopher@fcai.edu.eg,2017-03-04 00:00:00
2969,Dr. David Perry,3,ymoreno@fcai.edu.eg,2020-11-10 00:00:00
2970,Dr. Kristy Ford,4,christophermurphy@fcai.edu.eg,2020-01-09 00:00:00
2971,Dr. Christopher Durham,4,alexandra06@fcai.edu.eg,2022-07-12 00:00:00
2972,Dr. Mary Haney,7,sheri81@fcai.edu.eg,2020-09-01 00:00:00
2973,Dr. Angela Jackson,3,steven19@fcai.edu.eg,2021-07-13 00:00:00
2974,Dr. James Owens,6,vangjoseph@fcai.edu.eg,2017-04-10 00:00:00
2975,Dr. Andrew Bray,5,mccarthymarie@fcai.edu.eg,2018-02-25 00:00:00
2976,Dr. Alicia Chapman,6,dgregory@fcai.edu.eg,2016-12-12 00:00:00
2977,Dr. Barbara Dennis,7,meganmcknight@fcai.edu.eg,2018-01-01 00:00:00
2978,Dr. Steven Esparza,7,gabrielahill@fcai.edu.eg,2017-03-25 00:00:00
2979,Dr. Gail Barr,3,lisa91@fcai.edu.eg,2023-01-09 00:00:00
2980,Dr. John Hart,5,tscott@fcai.edu.eg,2022-08-02 00:00:00
2981,Dr. Jonathan Lopez,2,mark06@fcai.edu.eg,2018-06-20 00:00:00
2982,Dr. Sandra Johnson,3,claudia23@fcai.edu.eg,2015-01-29 00:00:00
2983,Dr. Christina Kerr,3,heather60@fcai.edu.eg,2015-11-16 00:00:00
2984,Dr. Megan Berry,2,brettmay@fcai.edu.eg,2021-10-07 00:00:00
2985,Dr. Tyler Collins,4,pgonzalez@fcai.edu.eg,2016-06-07 00:00:00
2986,Dr. Dawn Martin,4,jesse43@fcai.edu.eg,2020-05-05 00:00:00
2987,Dr. Michelle Small,6,terri37@fcai.edu.eg,2016-07-14 00:00:00
2988,Dr. Gilbert Jackson,3,woodjoshua@fcai.edu.eg,2017-05-16 00:00:00
2989,Dr. Claudia Osborne,8,meghan10@fcai.edu.eg,2015-04-10 00:00:00
2990,Dr. Randall Pearson,1,edwardslori@fcai.edu.eg,2016-07-07 00:00:00
2991,Dr. Tonya Melendez,8,karen16@fcai.edu.eg,2022-05-19 00:00:00
2992,Dr. Timothy Cruz,6,christopherday@fcai.edu.eg,2018-08-15 00:00:00
2993,Dr. Jennifer Warner,6,warrenhayden@fcai.edu.eg,2018-03-19 00:00:00
2994,Dr. Hannah Gonzales,7,christopher33@fcai.edu.eg,2023-01-18 00:00:00
2995,Dr. Lydia Haas,1,rebecca18@fcai.edu.eg,2017-10-16 00:00:00
2996,Dr. Christine Harris,6,briggsmichelle@fcai.edu.eg,2015-11-15 00:00:00
2997,Dr. Susan Perez,3,lindsey44@fcai.edu.eg,2018-04-02 00:00:00
2998,Dr. Tina Vazquez,6,hlove@fcai.edu.eg,2018-10-18 00:00:00
2999,Dr. Nathaniel Hopkins,7,jamessmith@fcai.edu.eg,2020-08-22 00:00:00
3000,Dr. Kirk Green,6,khanann@fcai.edu.eg,2020-03-06 00:00:00
3001,Dr. Patricia Becker,2,taylor46@fcai.edu.eg,2020-05-01 00:00:00
3002,Dr. Malik Rodriguez,5,amanda01@fcai.edu.eg,2018-11-19 00:00:00
3003,Dr. Michelle Young,4,douglas41@fcai.edu.eg,2020-05-30 00:00:00
3004,Dr. Jacob Moore,2,tyler08@fcai.edu.eg,2017-05-03 00:00:00
3005,Dr. Natasha Johnson,4,khenderson@fcai.edu.eg,2020-12-15 00:00:00
3006,Dr. April Curtis,4,sherrimoran@fcai.edu.eg,2021-05-11 00:00:00
3007,Dr. Susan Clark,3,gilbertyoung@fcai.edu.eg,2018-03-15 00:00:00
3008,Dr. Nancy Lee,8,jessica36@fcai.edu.eg,2016-05-28 00:00:00
3009,Dr. Dawn Martin,2,raymond90@fcai.edu.eg,2015-01-05 00:00:00
3010,Dr. Laura Gordon,8,sarabarnes@fcai.edu.eg,2019-06-05 00:00:00
3011,Dr. Mindy Rogers,6,debra29@fcai.edu.eg,2017-06-29 00:00:00
3012,Dr. Alexander Guerra,5,mcgeetodd@fcai.edu.eg,2022-06-26 00:00:00
3013,Dr. Gloria Patton,1,brian77@fcai.edu.eg,2019-07-12 00:00:00
3014,Dr. James Thomas,6,hillscott@fcai.edu.eg,2016-02-11 00:00:00
3015,Dr. Connie Brown,8,morgankyle@fcai.edu.eg,2016-10-14 00:00:00
3016,Dr. Stephanie Singh,5,sheltonashley@fcai.edu.eg,2021-09-01 00:00:00
3017,Dr. James Carter,8,kenneth23@fcai.edu.eg,2020-12-10 00:00:00
3018,Dr. David Hardin,2,fitzgeraldmadeline@fcai.edu.eg,2020-02-08 00:00:00
3019,Dr. David Irwin,6,adrianzamora@fcai.edu.eg,2023-03-04 00:00:00
3020,Dr. Victoria Willis,5,acarter@fcai.edu.eg,2018-05-12 00:00:00
3021,Dr. Erika Chavez,6,jlogan@fcai.edu.eg,2017-07-08 00:00:00
3022,Dr. John Ford,3,mowen@fcai.edu.eg,2019-08-08 00:00:00
3023,Dr. Ruth Griffin,6,nrocha@fcai.edu.eg,2022-11-14 00:00:00
3024,Dr. Joshua Fisher,8,jacquelinebrown@fcai.edu.eg,2021-03-18 00:00:00
3025,Dr. Jane Martinez,7,anthonywoods@fcai.edu.eg,2019-08-18 00:00:00
3026,Dr. Aaron Williams,7,adamsbryan@fcai.edu.eg,2021-03-31 00:00:00
3027,Dr. Vanessa Haynes,1,washingtonariel@fcai.edu.eg,2022-04-15 00:00:00
3028,Dr. Jennifer Dean,1,benjaminbutler@fcai.edu.eg,2015-04-04 00:00:00
3029,Dr. Courtney Lopez,6,summersvictoria@fcai.edu.eg,2022-09-21 00:00:00
3030,Dr. Jane Steele,8,tamarayoung@fcai.edu.eg,2021-08-11 00:00:00
3031,Dr. Megan Browning,1,stewartkenneth@fcai.edu.eg,2017-09-10 00:00:00
3032,Dr. Jonathan Jones,1,mccarthycynthia@fcai.edu.eg,2019-04-08 00:00:00
3033,Dr. Taylor Campbell,2,vmcdonald@fcai.edu.eg,2017-10-09 00:00:00
3034,Dr. Jon Rosario,6,sarahrobertson@fcai.edu.eg,2021-04-08 00:00:00
3035,Dr. John Jackson,4,carloslee@fcai.edu.eg,2023-02-14 00:00:00
3036,Dr. Michelle Wilson,6,mritter@fcai.edu.eg,2017-06-04 00:00:00
3037,Dr. Andrea Jimenez,1,allison89@fcai.edu.eg,2019-10-07 00:00:00
3038,Dr. Daniel James,3,jay47@fcai.edu.eg,2019-11-24 00:00:00
3039,Dr. Victoria Richmond,6,tammy81@fcai.edu.eg,2015-05-20 00:00:00
3040,Dr. Alexis Watson,4,pearsonkrystal@fcai.edu.eg,2018-01-03 00:00:00
3041,Dr. Luke Pittman,5,nicolecervantes@fcai.edu.eg,2015-01-25 00:00:00
3042,Dr. Christopher Sanders,5,colebilly@fcai.edu.eg,2016-12-29 00:00:00
3043,Dr. Mark Roberts,7,kswanson@fcai.edu.eg,2020-10-28 00:00:00
3044,Dr. Ronald Jackson,6,jessicamoss@fcai.edu.eg,2019-04-20 00:00:00
3045,Dr. Mary Johnson,8,adaniel@fcai.edu.eg,2022-06-04 00:00:00
3046,Dr. Terry Hamilton,3,harrissarah@fcai.edu.eg,2015-04-24 00:00:00
3047,Dr. Sarah Lopez,7,george82@fcai.edu.eg,2019-06-29 00:00:00
3048,Dr. Michael Norris,7,ywolf@fcai.edu.eg,2016-10-30 00:00:00
3049,Dr. Christopher White,3,rcallahan@fcai.edu.eg,2020-07-09 00:00:00
3050,Dr. Amy Williams,1,svelez@fcai.edu.eg,2023-03-18 00:00:00
3051,Dr. Brent Chandler,8,lisabruce@fcai.edu.eg,2015-02-11 00:00:00
3052,Dr. Joseph Contreras,6,elliottjames@fcai.edu.eg,2019-02-13 00:00:00
3053,Dr. Victoria Davis,8,william63@fcai.edu.eg,2020-05-06 00:00:00
3054,Dr. Amy Williams,8,cody42@fcai.edu.eg,2020-09-08 00:00:00
3055,Dr. Kenneth Mann,5,andersonashley@fcai.edu.eg,2015-06-11 00:00:00
3056,Dr. Anthony Jones,6,sanchezwalter@fcai.edu.eg,2020-11-10 00:00:00
3057,Dr. Jennifer Davis,4,shawn46@fcai.edu.eg,2019-05-13 00:00:00
3058,Dr. Rachel Gonzalez,5,nicholsdouglas@fcai.edu.eg,2021-09-10 00:00:00
3059,Dr. Michelle Johnson,2,sandramorris@fcai.edu.eg,2020-01-10 00:00:00
3060,Dr. Patrick Mclean,5,tonythompson@fcai.edu.eg,2018-03-09 00:00:00
3061,Dr. Daniel Navarro,3,brownallison@fcai.edu.eg,2015-01-17 00:00:00
3062,Dr. Anne Warren,5,cunninghamdana@fcai.edu.eg,2019-08-20 00:00:00
3063,Dr. William Fisher,1,rebecca27@fcai.edu.eg,2022-05-01 00:00:00
3064,Dr. Luis Campbell,3,wholmes@fcai.edu.eg,2021-03-11 00:00:00
3065,Dr. Derrick Dalton,6,hburnett@fcai.edu.eg,2019-08-27 00:00:00
3066,Dr. Diane Baker,6,allen42@fcai.edu.eg,2016-09-23 00:00:00
3067,Dr. James Warren,6,cynthia66@fcai.edu.eg,2021-05-26 00:00:00
3068,Dr. Nicholas Hartman,6,zcortez@fcai.edu.eg,2019-05-23 00:00:00
3069,Dr. Tracy Phillips,5,adam71@fcai.edu.eg,2019-12-10 00:00:00
3070,Dr. Robert Lynch,6,ramoswilliam@fcai.edu.eg,2023-03-19 00:00:00
3071,Dr. Michele Ramirez,5,aaronnorman@fcai.edu.eg,2016-07-29 00:00:00
3072,Dr. Amy Terry,4,jillianvaldez@fcai.edu.eg,2021-05-14 00:00:00
